# TASK-003 Quark Windows package avatar tree
Date: 2026-08-06
Purpose: Enumerate official Windows package avatar directory to determine whether file-by-file download is feasible; no cookies, stoken or share_fid_token values are recorded.

token_status=200 code=0 message=ok stoken_length=44 stoken=REDACTED
## Listing /整合包/v2.0.1/data/avatars/wav2lip256_avatar1 fid=49258f270e4d46b78f5ea513f2a83e52
page=1 status=200 code=0 count=3 total=3
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000227.png dir=False size=316056 fid=623dcbedcdf04a188c25059e048802a4 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000228.png dir=False size=318404 fid=c4739898767d407198dc509980235390 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000232.png dir=False size=319803 fid=ad85c61bda50498caea26bb12af59c71 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000225.png dir=False size=315246 fid=fe173938b5b54c96a57d39eddf2eadb5 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000230.png dir=False size=316812 fid=3685725964cc4c8493866adae6fc8bd5 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000229.png dir=False size=316362 fid=cfe570e19012402589d72457b5624c46 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000224.png dir=False size=315422 fid=3d5ab362f1594c7e9cd375abdc6179d2 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000221.png dir=False size=314511 fid=459257e4abf3418e96306e2b70069fb1 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000217.png dir=False size=311790 fid=12f63327a1bb41c7aa035368945a2151 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000220.png dir=False size=314537 fid=cc12a8b043204f49b73ec89876460b45 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000222.png dir=False size=316173 fid=05eaead6970b441ea7fd9896550084ed token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000223.png dir=False size=315417 fid=2ddf417f3a6d4fd2820fe645ae4a266a token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000219.png dir=False size=312367 fid=2097a26a59684977ab2063f7b6f4b5d9 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000215.png dir=False size=311190 fid=2b39d15053eb42e6803a5a31ce353131 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000216.png dir=False size=312090 fid=540aeed65a9048119f89abac8dc6e500 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000218.png dir=False size=315294 fid=23a46cb1732e42d2a5ef417d37930659 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000210.png dir=False size=309790 fid=c8682979f3104a9093e8268d89f9d25e token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000213.png dir=False size=307985 fid=1cb58b9f6ea540e2af0d0f717c079e09 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000209.png dir=False size=306281 fid=37fb6df82f0c4e1cafed671b1da872ad token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000214.png dir=False size=311637 fid=1567e28faa69443cb928fd8f9c870bb5 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000212.png dir=False size=309047 fid=e11ebd3e0f774ce29f97c8189df0e701 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000208.png dir=False size=309999 fid=64b5157847c64ccabc64dbc7fba2c6fb token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000207.png dir=False size=306694 fid=87dba3c8a7884256892a91b9f0d9e4bf token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000206.png dir=False size=306690 fid=715242a7708e49fa96d3db82c2320234 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000211.png dir=False size=307988 fid=086e58bd6e074141973ee2674fb4487b token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000203.png dir=False size=307014 fid=18f74ab4fe85430893a3f95b813c14b9 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000199.png dir=False size=301283 fid=ec86a65342a04a69940f7147edc196b1 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000197.png dir=False size=299124 fid=501244dcfc6640b29b7154e5990032a8 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000200.png dir=False size=304911 fid=dd6ceeeb148a4938a112af7f84874d2d token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000198.png dir=False size=301035 fid=ff848152a472486d94fa103a6a476785 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000202.png dir=False size=307176 fid=f6ee3d4bd3cd442ca9f237c62f9d7f99 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000201.png dir=False size=304448 fid=7d4077ac8c1549f6ab850b836cef2be4 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000205.png dir=False size=307170 fid=77653f9d75e143769ad3534ed931dd87 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000204.png dir=False size=307475 fid=7b6629d99aff43abb2676abbebf354b6 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000189.png dir=False size=297856 fid=bfff422f4a024f139933773911993442 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000190.png dir=False size=301149 fid=0ad98e42f9b34feb99f02f507fcfbd1e token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000194.png dir=False size=297577 fid=a05bbfa2fe3846b786fa7def11536a7b token_present=True
page=3 status=200 code=0 count=50 total=294
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000196.png dir=False size=298381 fid=1bea05e8bbe84b72babeeb062a9c275a token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000192.png dir=False size=299953 fid=a25075c49989470f90bed510009d42bf token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000193.png dir=False size=299569 fid=b8f3333493ed4c2e9a736b33f7dd9dc0 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000195.png dir=False size=299226 fid=c1dd3034dcec49b8ad16c9849c7b04aa token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000191.png dir=False size=300307 fid=c4dd2268119f47eda0762e6e776bbb83 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000181.png dir=False size=298896 fid=831eb1ab7716428f8f8bd95c8b69508d token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000188.png dir=False size=300079 fid=d0891bf91f7f4361b094b22004f3bc49 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000180.png dir=False size=299182 fid=e25916e804de4bc282844bdd0b5a2d05 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000184.png dir=False size=300005 fid=951d24d225bc4f36af81c23a9401bd2b token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000186.png dir=False size=300978 fid=a5be626e4bd14121b8395dfe368b3e91 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000182.png dir=False size=298769 fid=ae537b5755c146b19e77cc7c89ea4f0b token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000183.png dir=False size=298510 fid=3440ec9541ee4b46b321533b44448b5f token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000185.png dir=False size=297777 fid=3f12deeb7c084ff9b798b57e8492ddd6 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000187.png dir=False size=299220 fid=36c57f7c06cd430a843c1a530d7604f3 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000177.png dir=False size=296566 fid=0817b2812b6747e48680f04a0662808c token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000174.png dir=False size=298085 fid=35bb53fc9be441538df9dd12e2ef6add token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000171.png dir=False size=295838 fid=d0d90c67806f4b6298ec56618410cb7c token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000175.png dir=False size=296997 fid=15eaef555bd44d2490390b4601e6a4c6 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000172.png dir=False size=297652 fid=795b4efa44be4986bc06909d6e426bf4 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000176.png dir=False size=297047 fid=e2d274b8ee794b67b369f6bd9959eaf5 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000179.png dir=False size=297588 fid=c3975de755f34e57b9b5b4de05e1dcf5 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000178.png dir=False size=298571 fid=1357a166a1fb4ea3a8491e5bd89c2c07 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000173.png dir=False size=295774 fid=a983a7c875d44b3b987ff25a07ee365a token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000170.png dir=False size=296681 fid=09a94b1f82664115873d2aa6bd636204 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000162.png dir=False size=298131 fid=dbe03843d4524e53b08133e7eb385292 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000166.png dir=False size=298011 fid=1f1bf4dc43424485b9119f945f3d9d7a token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000165.png dir=False size=296209 fid=0f8c45115b95428ea244296ebb7ab15c token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000163.png dir=False size=297361 fid=56eea2cc40f74f62a1d1e5686287d85b token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000167.png dir=False size=295664 fid=54c85fad8f8e4055b8f8f0bfbcab8cf0 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000164.png dir=False size=297770 fid=9b21d221b03847baa2d81d282a69027a token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000168.png dir=False size=295969 fid=bf9c1639c09f48c483b343058d021f92 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000169.png dir=False size=295477 fid=a68b2e15f15e4a639e9a335792386c72 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000154.png dir=False size=307572 fid=9dbacf09aa4949eab1b24f41d67c0781 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000156.png dir=False size=303485 fid=3f12363e38ce470dbfbba59bc1210fe2 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000159.png dir=False size=301442 fid=94bceae5d64d49fca9beba9382b8ce66 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000161.png dir=False size=297800 fid=cb572dd1f72349db8b54f611a791cc2e token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000155.png dir=False size=305190 fid=b57d0e5ddcb740f9bd42ee3114687704 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000160.png dir=False size=296332 fid=e71ca62b99d042d1b09b31c457f7736c token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000157.png dir=False size=302966 fid=646204b14b2d4db292b70fe6da695e6f token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000158.png dir=False size=301807 fid=7f938f74436d4ec18752917c0da5e521 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000153.png dir=False size=307516 fid=a3bb05f701ac476ab9903121efa5df53 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000148.png dir=False size=307588 fid=1869a824838445619d2433de6bf1a9c9 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000145.png dir=False size=303310 fid=440ac47df98f4cc18657623f9044df60 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000150.png dir=False size=309079 fid=0304b829da3d43a0b9692876fc21ec1f token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000146.png dir=False size=304488 fid=52621e6422a94cf791c8e46a82510836 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000152.png dir=False size=308439 fid=0908cf1f48a743b789efa26352c0027b token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000144.png dir=False size=303982 fid=d224192777774547a0ad9906f94352e3 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000147.png dir=False size=303427 fid=aaffae5107fd427882377de7501f5a8b token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000151.png dir=False size=308367 fid=e0a178c91d8740c383ebdfeefc606a42 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000149.png dir=False size=307012 fid=15aa7edd55334a1f840df483513e40c5 token_present=True
page=4 status=200 code=0 count=50 total=294
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000139.png dir=False size=299345 fid=f69b8609ac76458da6195d88c614b3ee token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000136.png dir=False size=298418 fid=e58f0c4310364cd78497c859f5ece90b token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000141.png dir=False size=299718 fid=087f4c5d2afc486d831f58ac2ef08316 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000137.png dir=False size=298793 fid=653c68fcee83486285486eef45238f37 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000142.png dir=False size=302243 fid=b75be168f7f048d690d442d7b28ec89f token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000138.png dir=False size=300292 fid=6ff555e691424ff78638cab3f0ac6364 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000135.png dir=False size=297914 fid=df966c05c2094f82b2a31cf3218c1d96 token_present=True
item path=/整合包/v2.0.1/data/avatars/wav2lip256_avatar1/full_imgs/00000143.png dir=False size=302362 fid=b38f9d0334d24feab5f4b7da9e2eb87a token_present=True
